case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC006232,Meghalaya,Jaintia Hills,Sessions Court,criminal,Dowry Harassment,2011-12-27,2012-03-02,2012-03-18,2012-04-28,123,4,9,15,3,0.481,0.25,15,0.378,19,1207,2,false,0.205,6,0.303,Settled,Mediation,clean,false
LC006233,Chandigarh,Chandigarh,Family Court,criminal,Theft,2022-08-07,2022-08-30,2023-02-01,2023-03-08,213,4,9,23,4,0.373,0.251,3,0.561,20,2242,2,false,0.328,11,0.239,Withdrawn,Settlement,clean,false
LC006234,Uttar Pradesh,Meerut,Family Court,civil,Injunction,2022-10-23,2022-12-17,2024-02-29,2024-03-06,500,5,10,50,4,0.444,0.514,1,0.613,22,1807,3,false,0.561,15,0.296,Plaintiff Won,Dismissed on Merit,clean,false
LC006235,Arunachal Pradesh,Papum Pare,Sessions Court,civil,Matrimonial,2017-09-05,2017-10-13,2019-02-11,2019-03-30,571,7,12,47,8,0.838,0.151,14,0.547,19,1337,2,true,0.543,8,0.268,Defendant Won,Summary Judgment,clean,false
LC006236,Uttar Pradesh,Aligarh,High Court,civil,Succession,2012-06-26,2012-09-02,2014-03-01,2014-03-21,633,10,17,37,5,0.082,0.456,6,0.39,13,3618,2,true,0.45,26,0.249,Partially Allowed,Dismissed on Merit,clean,false
LC006237,Maharashtra,Nagpur,High Court,criminal,Drug Trafficking,2022-01-02,2022-04-01,2022-11-06,2022-11-12,314,15,21,15,6,0.528,0.55,13,0.57,20,3502,3,false,0.592,5,0.41,Defendant Won,Dismissed on Merit,clean,false
LC006238,Telangana,Nizamabad,Civil Court,civil,Contract Breach,2018-11-16,2018-12-18,2019-05-28,2019-06-18,214,7,13,16,7,0.592,0.758,4,0.515,8,1628,2,false,0.527,13,0.291,Settled,Mediation,clean,false
LC006239,Maharashtra,Aurangabad,Consumer Forum,criminal,Robbery,2019-05-10,2019-06-19,2020-04-25,2020-05-02,358,3,9,39,4,0.497,0.121,8,0.383,2,2351,3,true,0.366,7,0.429,Withdrawn,Settlement,clean,false
LC006240,Karnataka,Belagavi,Family Court,criminal,Kidnapping,2015-03-04,2015-05-13,2016-12-26,2017-01-10,678,5,11,61,4,0.513,0.201,9,0.419,14,2503,2,true,0.135,67,0.318,Dismissed,Trial,clean,false
LC006241,Maharashtra,Nashik,Labour Court,civil,Matrimonial,2015-01-12,2015-02-19,2016-12-24,2017-02-16,766,15,20,38,3,0.342,0.423,17,0.358,10,4529,2,true,0.722,15,0.418,Defendant Won,Summary Judgment,clean,false
LC006242,Telangana,Nizamabad,Magistrate Court,criminal,Drug Trafficking,2014-01-31,2014-03-02,2015-03-04,2015-03-29,422,2,5,84,8,0.399,0.151,8,0.151,8,1577,2,true,0.057,1,0.154,Plaintiff Won,Trial,clean,false
LC006243,West Bengal,Murshidabad,Magistrate Court,criminal,Murder,2022-10-13,2022-12-20,2024-08-16,2024-08-29,686,8,16,42,8,0.944,0.579,4,0.489,12,3872,5,true,0.502,2,0.382,Defendant Won,Summary Judgment,clean,false
LC006244,Arunachal Pradesh,West Kameng,Magistrate Court,civil,Defamation,2019-02-14,2019-03-25,2020-02-08,2020-03-27,407,5,13,31,2,0.409,0.783,9,0.48,6,1781,2,true,0.23,3,0.121,Defendant Won,Default Judgment,clean,false
LC006245,Karnataka,Belagavi,Civil Court,civil,Contract Breach,2011-11-14,2011-12-03,2013-12-19,2014-02-05,814,8,13,62,6,0.76,0.214,10,0.662,13,4315,2,false,0.187,1,0.192,Partially Allowed,Trial,clean,false
LC006246,Andhra Pradesh,Kadapa,Civil Court,criminal,Fraud,2020-12-16,2021-03-13,2022-01-27,2022-02-26,437,7,8,54,4,0.656,0.323,24,0.505,5,1986,2,false,0.29,29,0.243,Plaintiff Won,Summary Judgment,clean,false
LC006247,Andhra Pradesh,Guntur,Family Court,criminal,Robbery,2018-08-28,2018-11-07,2019-07-16,2019-07-30,336,9,16,21,3,0.033,0.166,16,0.54,17,2040,3,true,0.505,8,0.323,Dismissed,Trial,clean,false
LC006248,Assam,Jorhat,Civil Court,civil,Mortgage,2020-05-22,2020-07-01,2021-06-25,2021-08-23,458,6,9,50,4,0.572,0.416,20,0.636,17,1415,5,true,0.478,3,0.421,Dismissed,Default Judgment,clean,false
LC006249,Chhattisgarh,Jagdalpur,Magistrate Court,criminal,Cheating,2017-03-10,2017-04-19,2018-09-03,2018-10-27,596,9,17,35,4,0.519,0.809,10,0.292,20,3988,2,true,0.656,4,0.311,Dismissed,Dismissed on Merit,clean,false
LC006250,West Bengal,North 24 Parganas,Family Court,civil,Property Dispute,2013-08-09,2013-08-30,2015-03-10,2015-03-16,584,10,13,44,7,0.579,0.312,9,0.494,20,3947,6,false,0.45,44,0.322,Plaintiff Won,Dismissed on Merit,clean,true
LC006251,Jharkhand,Deoghar,High Court,criminal,Fraud,2011-11-26,2011-12-29,2012-09-07,2012-09-13,292,5,8,36,5,0.828,0.74,15,0.409,33,2402,2,false,0.155,13,0.33,Plaintiff Won,Summary Judgment,clean,false
LC006252,Maharashtra,Kolhapur,Magistrate Court,criminal,Drug Trafficking,2013-02-06,2013-03-16,2014-05-02,2014-06-01,480,12,19,25,3,0.662,0.756,12,0.605,12,3818,2,false,0.38,11,0.357,Defendant Won,Summary Judgment,clean,false
LC006253,Punjab,Bathinda,Consumer Forum,criminal,Cheating,2016-01-24,2016-03-17,2017-01-12,2017-03-13,414,2,5,82,6,0.672,0.41,3,0.498,6,2256,3,true,0.125,16,0.335,Appeal Pending,Default Judgment,noisy,false
LC006254,Maharashtra,Pune,Magistrate Court,civil,Mortgage,2019-11-20,2020-01-16,2020-12-28,2021-01-20,427,8,14,30,6,0.192,0.781,21,0.557,15,4326,2,false,0.341,5,0.268,Dismissed,Dismissed on Merit,clean,false
LC006255,Haryana,Gurugram,Sessions Court,civil,Defamation,2014-08-04,2014-10-27,2016-08-14,2016-09-30,788,10,11,71,6,0.783,0.487,1,0.41,18,2000,5,true,0.547,6,0.467,Plaintiff Won,Trial,clean,false
LC006256,Andaman and Nicobar Islands,North and Middle Andaman,Civil Court,civil,Property Dispute,2015-02-03,2015-04-10,2016-07-26,2016-08-16,560,4,10,56,6,0.612,0.265,15,0.502,10,1606,2,true,0.703,23,0.332,Defendant Won,Default Judgment,clean,false
LC006257,Delhi,East Delhi,Magistrate Court,criminal,Drug Trafficking,2013-05-28,2013-07-23,2014-06-15,2014-08-12,441,4,5,88,7,0.37,0.834,11,0.581,30,1925,2,true,0.041,1,0.146,Defendant Won,Trial,clean,false
LC006258,Uttar Pradesh,Prayagraj,Family Court,criminal,Robbery,2015-05-02,2015-06-26,2016-09-22,2016-10-12,529,8,9,58,6,0.774,0.396,4,0.465,2,1187,3,false,0.747,20,0.535,Partially Allowed,Default Judgment,clean,false
LC006259,Gujarat,Surat,District Court,criminal,Dowry Harassment,2012-09-29,2012-10-23,2013-07-17,2013-08-29,334,12,14,23,5,0.511,0.313,8,0.539,4,4331,3,false,0.885,14,0.604,Withdrawn,Settlement,clean,false
LC006260,Rajasthan,Udaipur,Civil Court,criminal,Theft,2011-12-07,2012-02-16,2013-08-01,2013-08-27,629,6,11,57,8,0.254,0.362,15,0.526,11,2477,2,true,0.261,8,0.262,Plaintiff Won,Trial,clean,false
LC006261,Madhya Pradesh,Ratlam,Family Court,civil,Mortgage,2013-08-17,2013-10-25,2014-07-22,2014-09-11,390,7,14,27,6,0.603,0.346,17,0.465,12,2452,4,true,0.521,17,0.297,Settled,Lok Adalat,clean,false
LC006262,Lakshadweep,Lakshadweep,Consumer Forum,civil,Easement,2014-12-23,2015-03-10,2015-09-15,2015-10-20,301,10,17,17,2,0.227,0.558,16,0.581,22,2058,2,false,0.638,14,0.183,Defendant Won,Default Judgment,clean,false
LC006263,Uttar Pradesh,Agra,Labour Court,civil,Partition,2012-08-17,2012-10-16,2014-01-11,2014-03-02,562,2,7,80,6,0.485,0.145,1,0.507,12,592,4,true,0.175,15,0.136,Defendant Won,Default Judgment,clean,false
LC006264,Jharkhand,Giridih,Consumer Forum,criminal,Robbery,2011-02-07,2011-05-01,2011-09-23,2011-11-15,281,11,12,23,5,0.214,0.216,3,0.77,25,3879,4,false,0.268,1,0.124,Settled,Mediation,clean,false
LC006265,Himachal Pradesh,Una,High Court,criminal,Cybercrime,2022-01-21,2022-03-21,2023-04-15,2023-05-16,480,5,11,43,2,0.441,0.501,20,0.609,28,1329,2,true,0.534,14,0.207,Defendant Won,Summary Judgment,clean,false
LC006266,Punjab,Amritsar,Sessions Court,civil,Defamation,2010-08-06,2010-10-12,2012-04-21,2012-05-08,641,7,9,71,5,0.233,0.599,14,0.361,13,4281,2,true,0.315,0,0.226,Dismissed,Dismissed on Merit,noisy,false
LC006267,Uttar Pradesh,Ghaziabad,Civil Court,civil,Succession,2022-03-20,2022-04-04,2022-05-23,2022-06-30,102,2,7,15,2,0.649,0.761,3,0.624,22,2137,3,false,0.101,4,0.279,Withdrawn,Settlement,clean,false
LC006268,Maharashtra,Mumbai City,Magistrate Court,civil,Defamation,2015-02-28,2015-04-12,2016-12-19,2016-12-24,665,7,13,51,2,0.415,0.049,25,0.483,18,2480,2,true,0.456,24,0.394,Defendant Won,Summary Judgment,clean,false
LC006269,Karnataka,Davanagere,Consumer Forum,criminal,Theft,2017-02-22,2017-05-09,2018-01-27,2018-02-04,347,11,16,21,4,0.432,0.258,11,0.422,7,3294,5,true,0.397,3,0.31,Settled,Mediation,clean,false
LC006270,Assam,Cachar,High Court,criminal,Drug Trafficking,2022-07-29,2022-09-28,2023-10-31,2023-11-05,464,2,3,120,8,0.82,0.441,11,0.349,11,1640,2,false,0.128,30,0.347,Defendant Won,Default Judgment,clean,false
LC006271,Karnataka,Hubballi-Dharwad,Magistrate Court,civil,Consumer Complaint,2022-03-19,2022-06-03,2023-10-25,2023-10-29,589,4,12,49,7,0.316,0.762,9,0.7,14,3141,3,false,0.27,11,0.314,Plaintiff Won,Summary Judgment,clean,false
LC006272,Delhi,North East Delhi,Civil Court,civil,Matrimonial,2015-04-13,2015-07-09,2017-06-28,2017-07-28,837,4,5,120,4,0.596,0.27,18,0.1,24,2732,2,true,0.33,2,0.357,Appeal Pending,Trial,clean,false
LC006273,West Bengal,South 24 Parganas,Family Court,civil,Property Dispute,2015-02-13,2015-04-04,2015-08-22,2015-10-06,235,5,13,18,5,0.59,0.442,15,0.719,15,722,2,false,0.453,8,0.393,Settled,Lok Adalat,clean,false
LC006274,Andhra Pradesh,Guntur,Civil Court,civil,Consumer Complaint,2018-09-15,2018-11-29,2020-11-03,2020-11-05,782,9,17,46,2,0.369,0.237,8,0.491,6,3040,2,true,0.531,8,0.35,Partially Allowed,Default Judgment,noisy,false
LC006275,West Bengal,Kolkata,Sessions Court,civil,Consumer Complaint,2010-11-19,2011-02-03,2012-01-07,2012-01-23,430,8,13,33,3,0.685,0.252,24,0.255,26,3712,3,true,0.295,32,0.316,Settled,Lok Adalat,clean,false
LC006276,Dadra and Nagar Haveli and Daman and Diu,Daman,Consumer Forum,criminal,Cheating,2015-09-12,2015-10-17,2017-02-10,2017-04-09,575,4,11,52,6,0.436,0.655,8,0.273,11,2322,2,true,0.327,3,0.281,Plaintiff Won,Trial,clean,false
LC006277,Kerala,Ernakulam,Family Court,criminal,Theft,2013-03-31,2013-04-30,2014-05-26,2014-06-08,434,9,17,25,8,0.418,0.349,1,0.709,7,2271,5,false,0.544,2,0.24,Defendant Won,Summary Judgment,clean,false
LC006278,Madhya Pradesh,Gwalior,Family Court,criminal,Fraud,2010-08-26,2010-10-25,2011-04-22,2011-05-28,275,3,4,68,3,0.214,0.538,16,0.366,18,1990,4,false,0.208,7,0.305,Plaintiff Won,Summary Judgment,clean,false
LC006279,Uttarakhand,Nainital,Family Court,civil,Succession,2021-03-13,2021-04-08,2022-01-21,2022-02-23,347,5,7,49,8,0.293,0.182,24,0.626,27,3003,3,true,0.622,19,0.493,Withdrawn,Settlement,clean,false
LC006280,Ladakh,Leh,Magistrate Court,criminal,Fraud,2021-05-09,2021-07-17,2022-03-24,2022-04-08,334,6,7,47,3,0.465,0.711,16,0.402,22,2987,2,false,0.241,5,0.232,Withdrawn,Settlement,clean,false
LC006281,Gujarat,Mehsana,District Court,civil,Consumer Complaint,2013-02-02,2013-03-06,2014-08-16,2014-10-05,610,9,11,55,4,0.377,0.403,11,0.44,6,2733,4,false,0.582,29,0.432,Defendant Won,Dismissed on Merit,clean,false
LC006282,Jammu and Kashmir,Srinagar,High Court,civil,Property Dispute,2011-11-09,2012-01-06,2014-03-16,2014-04-04,877,5,10,87,8,0.354,0.186,12,0.656,22,2750,2,true,0.306,50,0.371,Plaintiff Won,Default Judgment,clean,false
LC006283,Dadra and Nagar Haveli and Daman and Diu,Daman,Magistrate Court,criminal,Fraud,2012-05-13,2012-05-31,2013-05-13,2013-06-21,404,3,11,36,8,0.891,0.766,15,0.761,14,2741,2,false,0.244,5,0.134,Defendant Won,Default Judgment,clean,false
LC006284,Andaman and Nicobar Islands,South Andaman,Consumer Forum,criminal,Murder,2010-04-11,2010-05-12,2010-09-08,2010-10-20,192,3,10,19,4,0.509,0.622,14,0.356,5,2693,3,false,0.307,5,0.231,Withdrawn,Settlement,clean,false
LC006285,Ladakh,Kargil,District Court,criminal,Cybercrime,2012-02-07,2012-02-23,2012-11-16,2013-01-04,332,8,10,33,4,0.664,0.189,19,0.683,21,1275,3,false,0.286,3,0.397,Plaintiff Won,Summary Judgment,clean,false
LC006286,Puducherry,Karaikal,Labour Court,criminal,Fraud,2022-05-04,2022-07-07,2022-08-29,2022-10-15,164,6,12,15,3,0.137,0.445,16,0.297,10,1762,2,false,0.247,32,0.287,Settled,Mediation,clean,false
LC006287,Uttar Pradesh,Noida,Sessions Court,civil,Easement,2016-11-06,2016-12-10,2018-01-07,2018-02-22,473,4,6,78,3,0.335,0.583,7,0.601,24,2370,3,false,0.271,2,0.264,Appeal Pending,Dismissed on Merit,clean,false
LC006288,Odisha,Balasore,High Court,criminal,Kidnapping,2011-04-02,2011-06-13,2011-07-29,2011-09-03,154,6,10,15,4,0.621,0.635,15,0.697,23,2774,2,false,0.531,1,0.334,Settled,Mediation,clean,false
LC006289,Tamil Nadu,Chennai,Sessions Court,civil,Succession,2016-01-30,2016-02-17,2018-04-24,2018-05-23,844,1,7,120,7,0.112,0.251,1,0.558,12,3082,2,true,0.256,3,0.374,Defendant Won,Trial,clean,false
LC006290,Uttar Pradesh,Ghaziabad,Civil Court,criminal,Murder,2019-09-27,2019-12-10,2021-08-08,2021-09-11,715,11,14,51,7,0.295,0.479,16,0.532,4,3583,4,true,0.662,30,0.473,Dismissed,Trial,clean,false
LC006291,Odisha,Mayurbhanj,Civil Court,civil,Mortgage,2020-10-05,2020-12-13,2022-07-15,2022-07-29,662,4,12,55,7,0.639,0.59,8,0.487,13,4766,4,false,0.008,7,0.168,Partially Allowed,Summary Judgment,clean,true
LC006292,West Bengal,Kolkata,Family Court,criminal,Cybercrime,2020-10-26,2020-11-28,2022-04-04,2022-05-26,577,4,8,72,4,0.671,0.245,27,0.801,17,3298,2,false,0.269,48,0.274,Partially Allowed,Dismissed on Merit,clean,false
LC006293,Chhattisgarh,Bilaspur,District Court,civil,Property Dispute,2011-07-05,2011-08-11,2012-09-21,2012-09-29,452,5,9,50,7,0.702,0.731,14,0.611,24,1626,2,false,0.659,12,0.36,Plaintiff Won,Summary Judgment,clean,false
LC006294,Maharashtra,Pune,High Court,criminal,Murder,2021-10-24,2022-01-22,2022-08-31,2022-09-18,329,8,16,20,3,0.443,0.158,9,0.626,9,3330,2,false,0.619,7,0.473,Dismissed,Summary Judgment,clean,false
LC006295,Bihar,Sitamarhi,Family Court,criminal,Cheating,2017-06-21,2017-07-15,2018-06-28,2018-08-12,417,13,18,23,8,0.397,0.194,5,0.748,16,3789,6,false,0.409,14,0.276,Settled,Mediation,noisy,false
LC006296,Assam,Nagaon,Family Court,criminal,Kidnapping,2013-04-20,2013-05-25,2014-12-01,2014-12-15,604,8,9,67,2,0.822,0.331,23,0.768,8,2499,2,true,0.281,50,0.244,Plaintiff Won,Trial,clean,false
LC006297,Punjab,Bathinda,Magistrate Court,criminal,Dowry Harassment,2016-03-24,2016-05-06,2018-03-27,2018-04-14,751,4,10,75,2,0.813,0.28,2,0.437,5,2632,2,true,0.112,20,0.382,Plaintiff Won,Dismissed on Merit,clean,false
LC006298,Sikkim,West Sikkim,Family Court,criminal,Assault,2019-04-07,2019-05-25,2020-12-03,2020-12-18,621,6,11,56,4,0.81,0.392,11,0.545,7,1443,3,true,0.136,12,0.298,Plaintiff Won,Trial,clean,false
LC006299,Haryana,Karnal,Consumer Forum,civil,Property Dispute,2012-07-23,2012-09-05,2014-03-05,2014-03-07,592,10,12,49,3,0.494,0.161,16,0.401,20,2017,2,false,0.673,26,0.377,Defendant Won,Trial,clean,false
LC006300,Assam,Nagaon,Family Court,civil,Defamation,2013-12-13,2014-03-05,2014-10-13,2014-12-10,362,7,8,45,5,0.713,0.156,19,0.515,7,2383,3,false,0.579,11,0.353,Settled,Mediation,clean,false
LC006301,Uttar Pradesh,Aligarh,Family Court,criminal,Robbery,2010-11-27,2011-02-04,2011-09-27,2011-10-29,336,10,14,24,5,0.61,0.369,8,0.51,13,2046,2,true,0.418,22,0.428,Withdrawn,Settlement,clean,false
LC006302,West Bengal,North 24 Parganas,High Court,criminal,Murder,2022-01-30,2022-04-28,2023-12-04,2023-12-08,677,6,8,84,8,0.642,0.295,20,0.467,9,2835,3,true,0.148,10,0.262,Partially Allowed,Trial,clean,false
LC006303,Gujarat,Ahmedabad,High Court,criminal,Robbery,2021-12-27,2022-02-12,2022-04-29,2022-06-06,161,5,13,15,3,0.19,0.366,12,0.683,22,881,2,false,0.273,0,0.351,Settled,Mediation,clean,false
LC006304,Uttar Pradesh,Ghaziabad,Sessions Court,civil,Injunction,2019-03-09,2019-04-01,2020-12-08,2020-12-14,646,7,11,58,2,0.213,0.433,7,0.538,32,3114,6,false,0.393,4,0.308,Dismissed,Summary Judgment,clean,false
LC006305,Maharashtra,Nashik,Consumer Forum,civil,Contract Breach,2022-03-25,2022-06-06,2023-10-31,2023-12-13,628,8,15,41,8,0.279,0.078,15,0.898,29,2714,6,true,0.374,67,0.27,Plaintiff Won,Summary Judgment,clean,false
LC006306,Tamil Nadu,Tiruppur,Sessions Court,civil,Injunction,2022-01-09,2022-02-24,2023-07-25,2023-08-22,590,2,9,65,8,0.485,0.519,14,0.721,19,2193,3,true,0.246,8,0.059,Plaintiff Won,Dismissed on Merit,clean,false
LC006307,Telangana,Karimnagar,Sessions Court,civil,Injunction,2022-03-10,2022-04-10,2023-08-10,2023-08-25,533,8,16,33,8,0.468,0.455,14,0.761,15,1798,2,true,0.38,11,0.234,Dismissed,Dismissed on Merit,clean,false
LC006308,Jharkhand,Ranchi,Consumer Forum,civil,Property Dispute,2022-01-07,2022-02-11,2024-01-21,2024-02-19,773,8,12,64,4,0.245,0.37,5,0.607,10,3658,3,true,0.739,177,0.29,Plaintiff Won,Default Judgment,clean,false
LC006309,Uttar Pradesh,Prayagraj,District Court,criminal,Drug Trafficking,2019-09-06,2019-11-02,2020-06-11,2020-08-08,337,1,3,112,2,0.786,0.339,5,0.421,12,799,3,true,0.61,30,0.545,Settled,Settlement,clean,false
LC006310,Uttarakhand,Nainital,District Court,criminal,Cybercrime,2010-06-13,2010-08-29,2011-03-28,2011-04-25,316,1,6,52,6,0.379,0.307,18,0.577,13,1522,3,false,0.055,49,0.432,Dismissed,Default Judgment,clean,false
LC006311,Andhra Pradesh,Krishna,Family Court,civil,Partition,2010-09-11,2010-11-18,2011-03-28,2011-05-23,254,9,11,23,7,0.567,0.292,4,0.68,23,3481,2,false,0.256,26,0.153,Settled,Lok Adalat,clean,false
LC006312,Rajasthan,Alwar,Magistrate Court,civil,Easement,2011-04-04,2011-06-14,2013-07-09,2013-08-26,875,2,10,87,7,0.566,0.594,19,0.441,12,3713,2,false,0.375,7,0.19,Plaintiff Won,Summary Judgment,clean,false
LC006313,Haryana,Faridabad,Magistrate Court,criminal,Murder,2020-03-05,2020-04-11,2021-03-19,2021-03-20,380,7,13,29,4,0.744,0.193,15,0.578,24,2253,3,false,0.57,15,0.362,Settled,Settlement,noisy,false
LC006314,Punjab,Ludhiana,Magistrate Court,civil,Partition,2010-09-22,2010-10-13,2010-12-03,2011-01-19,119,5,10,15,8,0.587,0.128,21,0.351,2,2025,5,false,0.146,8,0.265,Withdrawn,Settlement,clean,false
LC006315,Telangana,Nizamabad,Magistrate Court,criminal,Cybercrime,2020-11-02,2020-12-28,2021-11-15,2021-11-22,385,4,10,38,8,0.562,0.262,15,0.556,17,2883,4,true,0.207,23,0.252,Settled,Lok Adalat,clean,false
LC006316,Gujarat,Jamnagar,Consumer Forum,criminal,Assault,2014-04-06,2014-06-27,2014-11-21,2015-01-06,275,4,12,22,8,0.476,0.377,10,0.357,18,915,2,true,0.214,16,0.322,Plaintiff Won,Default Judgment,clean,false
LC006317,Odisha,Balasore,District Court,criminal,Kidnapping,2020-02-07,2020-04-23,2020-10-26,2020-10-27,263,8,12,21,2,0.44,0.134,16,0.586,26,2571,3,true,0.316,14,0.194,Settled,Settlement,clean,true
LC006318,Tamil Nadu,Tiruppur,Family Court,criminal,Kidnapping,2012-03-03,2012-04-01,2013-07-18,2013-08-06,521,7,12,43,7,0.693,0.596,12,0.487,16,1072,4,true,0.33,7,0.258,Dismissed,Summary Judgment,clean,false
LC006319,Uttar Pradesh,Agra,Labour Court,civil,Property Dispute,2012-06-07,2012-08-24,2013-11-29,2013-12-06,547,3,7,78,3,0.847,0.13,28,0.516,14,1857,2,true,0.563,0,0.416,Partially Allowed,Default Judgment,clean,false
LC006320,Andhra Pradesh,Kurnool,Sessions Court,criminal,Robbery,2022-12-03,2022-12-30,2023-12-27,2024-01-29,422,6,9,46,4,0.857,0.41,1,0.38,26,1250,3,true,0.737,40,0.317,Settled,Lok Adalat,clean,false
LC006321,West Bengal,Hooghly,Civil Court,criminal,Assault,2017-10-04,2017-10-20,2019-05-20,2019-06-16,620,2,4,120,5,0.171,0.22,15,0.481,15,1953,2,true,0.338,20,0.409,Defendant Won,Dismissed on Merit,clean,false
LC006322,West Bengal,Burdwan,District Court,civil,Injunction,2019-07-25,2019-10-18,2020-10-28,2020-12-15,509,4,7,72,7,0.127,0.131,11,0.501,8,2080,3,false,0.084,7,0.33,Partially Allowed,Default Judgment,clean,false
LC006323,Delhi,New Delhi,Labour Court,criminal,Assault,2015-10-19,2015-11-14,2017-04-29,2017-05-20,579,10,15,38,4,0.259,0.454,10,0.681,19,1991,6,true,0.552,53,0.254,Defendant Won,Trial,clean,false
LC006324,Karnataka,Belagavi,High Court,criminal,Cheating,2014-07-15,2014-09-09,2016-03-21,2016-03-22,616,8,12,51,2,0.394,0.203,31,0.413,7,4652,2,false,0.564,2,0.359,Plaintiff Won,Trial,clean,false
LC006325,Karnataka,Davanagere,Consumer Forum,criminal,Murder,2010-11-09,2010-12-28,2012-06-22,2012-06-29,598,8,14,42,2,0.543,0.133,15,0.572,20,3323,3,false,0.216,31,0.245,Plaintiff Won,Default Judgment,clean,false
LC006326,Bihar,Gaya,High Court,civil,Matrimonial,2014-04-30,2014-07-04,2016-01-22,2016-01-27,637,6,14,45,6,0.481,0.098,1,0.424,12,1910,2,true,0.573,7,0.381,Defendant Won,Dismissed on Merit,clean,false
LC006327,Uttar Pradesh,Prayagraj,Magistrate Court,criminal,Theft,2021-11-17,2022-02-06,2023-03-31,2023-05-19,548,4,5,109,5,0.561,0.536,14,0.626,38,2802,4,true,0.232,3,0.368,Plaintiff Won,Summary Judgment,clean,false
LC006328,Assam,Sonitpur,Sessions Court,civil,Easement,2010-08-20,2010-10-27,2012-06-12,2012-07-21,701,8,13,53,6,0.905,0.367,6,0.454,16,1900,2,true,0.721,41,0.326,Partially Allowed,Dismissed on Merit,noisy,false
LC006329,Assam,Kamrup,District Court,civil,Consumer Complaint,2010-06-22,2010-09-01,2012-09-05,2012-10-01,832,3,4,120,3,0.67,0.053,7,0.523,15,1699,2,true,0.229,2,0.248,Defendant Won,Default Judgment,clean,false
LC006330,Uttar Pradesh,Agra,Magistrate Court,civil,Partition,2014-05-10,2014-06-29,2014-08-28,2014-09-20,133,0,6,22,2,0.503,0.448,4,0.457,30,956,3,true,0.123,19,0.307,Withdrawn,Settlement,clean,false
LC006331,Rajasthan,Bikaner,Sessions Court,civil,Contract Breach,2010-03-04,2010-05-22,2012-01-07,2012-02-05,703,10,12,58,2,0.442,0.723,17,0.588,23,4252,2,true,0.391,4,0.435,Plaintiff Won,Default Judgment,clean,true
LC006332,Andhra Pradesh,Kadapa,High Court,civil,Property Dispute,2018-04-06,2018-05-21,2018-10-12,2018-11-06,214,5,8,26,8,0.437,0.6,9,0.428,12,3399,6,true,0.165,8,0.173,Withdrawn,Settlement,clean,false
LC006333,West Bengal,Burdwan,Sessions Court,criminal,Cheating,2022-04-24,2022-06-21,2023-03-01,2023-03-14,324,4,11,29,7,0.131,0.313,10,0.511,15,2125,3,false,0.236,6,0.396,Dismissed,Trial,clean,false
LC006334,Uttarakhand,Haridwar,Family Court,criminal,Cheating,2017-03-16,2017-04-27,2019-01-20,2019-01-28,683,11,17,40,7,0.822,0.773,13,0.69,9,3869,2,true,0.432,15,0.423,Dismissed,Default Judgment,clean,true
LC006335,Gujarat,Gandhinagar,District Court,criminal,Kidnapping,2012-04-09,2012-06-29,2012-09-23,2012-10-26,200,3,6,33,4,0.534,0.645,8,0.579,25,2637,3,true,0.42,7,0.257,Withdrawn,Settlement,clean,false
LC006336,Karnataka,Shivamogga,District Court,civil,Partition,2022-12-18,2023-01-18,2023-05-28,2023-06-17,181,4,6,30,2,0.575,0.634,22,0.408,16,1784,5,false,0.329,3,0.103,Withdrawn,Settlement,clean,false
LC006337,Andhra Pradesh,Srikakulam,Civil Court,civil,Defamation,2017-10-05,2017-12-25,2018-12-04,2018-12-07,428,6,11,38,8,0.453,0.563,19,0.625,10,1371,4,false,0.428,2,0.323,Defendant Won,Summary Judgment,clean,false
