case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-15939,Maharashtra,Maharashtra_District_8,Family,NA,0,20,1.0,-0.21,2021-04-29,2027-04-01,JDG-6,12,2321,Settled,2163
CAS-15940,Maharashtra,Maharashtra_District_4,Property,NA,0,6,0.39,-0.63,2022-01-19,2030-05-22,JDG-24,9,3423,Allowed,3045
CAS-15941,Tamil Nadu,Tamil Nadu_District_8,Criminal,323,1,2,0.38,-0.12,2022-06-08,2031-08-12,JDG-42,7,4734,Settled,3352
CAS-15942,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,5,0.34,0.01,2019-08-09,2027-05-03,JDG-34,22,1321,Dismissed,2824
CAS-15943,Karnataka,Karnataka_District_9,Criminal,323,1,9,0.61,0.12,2019-04-17,2027-04-13,JDG-5,6,4023,Settled,2918
CAS-15944,Maharashtra,Maharashtra_District_9,Civil,NA,0,2,0.53,-0.54,2020-12-23,2029-09-24,JDG-28,19,2019,Allowed,3197
CAS-15945,Delhi,Delhi_District_9,Family,NA,0,8,0.48,-0.77,2022-04-23,2027-10-24,JDG-35,3,3101,Settled,2010
CAS-15946,Karnataka,Karnataka_District_2,Family,NA,0,3,0.59,-0.15,2022-06-13,2032-01-02,JDG-43,24,4005,Allowed,3490
CAS-15947,Maharashtra,Maharashtra_District_1,Criminal,376,1,24,0.96,0.34,2019-05-28,2028-12-10,JDG-16,19,4297,Allowed,3484
CAS-15948,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,5,0.68,-0.06,2019-05-22,2030-08-17,JDG-11,19,5972,Settled,4105
CAS-15949,Tamil Nadu,Tamil Nadu_District_8,Family,NA,0,11,0.84,0.54,2020-01-26,2028-10-10,JDG-4,11,4997,Dismissed,3180
CAS-15950,Delhi,Delhi_District_2,Criminal,498A,0,15,0.65,-0.59,2021-05-09,2028-09-11,JDG-21,11,1766,Dismissed,2682
CAS-15951,Maharashtra,Maharashtra_District_8,Civil,NA,0,12,0.54,0.71,2021-01-23,2027-01-05,JDG-19,6,1458,Allowed,2173
CAS-15952,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,7,0.57,0.79,2021-07-20,2030-01-24,JDG-40,13,3656,Dismissed,3110
CAS-15953,Delhi,Delhi_District_1,Property,NA,0,11,0.49,0.03,2019-04-29,2028-12-13,JDG-27,14,4466,Settled,3516
CAS-15954,Karnataka,Karnataka_District_7,Criminal,376,0,10,0.88,-0.28,2022-09-10,2030-12-14,JDG-42,13,2621,Settled,3017
CAS-15955,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,5,0.8,-0.71,2021-11-23,2029-02-21,JDG-8,4,1879,Allowed,2647
CAS-15956,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,5,0.39,0.58,2019-12-02,2027-12-05,JDG-36,23,1124,Settled,2925
CAS-15957,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,3,0.85,-0.22,2019-03-05,2029-06-28,JDG-31,24,3099,Allowed,3768
CAS-15958,Karnataka,Karnataka_District_9,Criminal,376,1,14,0.24,-0.57,2019-11-11,2027-07-15,JDG-48,11,2641,Settled,2803
CAS-15959,Karnataka,Karnataka_District_2,Commercial,NA,0,20,0.62,-0.72,2020-12-02,2025-08-10,JDG-31,7,1260,Settled,1712
CAS-15960,Tamil Nadu,Tamil Nadu_District_8,Civil,NA,0,17,0.63,-0.23,2021-08-14,2030-04-16,JDG-15,18,3989,Settled,3167
CAS-15961,Karnataka,Karnataka_District_4,Property,NA,0,18,0.28,0.41,2022-04-07,2030-05-22,JDG-17,9,5108,Settled,2967
CAS-15962,Karnataka,Karnataka_District_6,Commercial,NA,0,3,0.27,0.21,2023-01-17,2028-09-20,JDG-43,2,3024,Allowed,2073
CAS-15963,Tamil Nadu,Tamil Nadu_District_5,Property,NA,0,2,0.58,-0.61,2019-11-29,2027-01-07,JDG-49,3,1396,Allowed,2596
CAS-15964,Maharashtra,Maharashtra_District_1,Property,NA,0,7,0.57,-0.45,2019-01-15,2026-03-29,JDG-23,15,1431,Allowed,2630
CAS-15965,Karnataka,Karnataka_District_7,Property,NA,0,15,0.92,0.13,2022-09-07,2033-08-13,JDG-44,22,4443,Dismissed,3993
CAS-15966,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,18,0.89,0.34,2019-03-31,2029-04-19,JDG-32,21,4658,Settled,3672
CAS-15967,Karnataka,Karnataka_District_9,Commercial,NA,0,9,0.18,0.27,2022-10-12,2027-02-18,JDG-8,4,1165,Allowed,1590
CAS-15968,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,13,0.55,-0.41,2019-01-19,2027-07-16,JDG-27,8,4979,Allowed,3100
CAS-15969,Delhi,Delhi_District_5,Civil,NA,0,6,0.78,-0.64,2019-12-08,2030-05-19,JDG-20,11,5328,Dismissed,3815
CAS-15970,Tamil Nadu,Tamil Nadu_District_2,Criminal,420,1,16,0.55,0.19,2020-03-04,2027-02-01,JDG-18,16,999,Settled,2525
CAS-15971,Delhi,Delhi_District_3,Criminal,420,1,23,0.43,0.58,2022-02-26,2027-10-21,JDG-22,3,1440,Allowed,2063
CAS-15972,Karnataka,Karnataka_District_3,Criminal,323,1,19,0.47,0.44,2021-11-17,2028-11-02,JDG-5,17,1998,Allowed,2542
CAS-15973,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,8,0.22,-0.54,2022-04-05,2028-04-06,JDG-31,8,1362,Dismissed,2193
CAS-15974,Maharashtra,Maharashtra_District_9,Commercial,NA,0,17,0.13,0.22,2019-09-28,2026-01-08,JDG-2,6,3295,Allowed,2294
CAS-15975,Tamil Nadu,Tamil Nadu_District_4,Criminal,302,0,13,0.44,0.06,2020-09-08,2031-06-03,JDG-25,12,5659,Allowed,3920
CAS-15976,Delhi,Delhi_District_7,Property,NA,0,24,0.81,0.51,2019-11-04,2025-11-29,JDG-18,8,1442,Dismissed,2217
CAS-15977,Tamil Nadu,Tamil Nadu_District_8,Family,NA,0,19,0.28,-0.15,2020-07-22,2025-11-23,JDG-30,10,2624,Dismissed,1950
CAS-15978,Karnataka,Karnataka_District_3,Property,NA,0,22,0.25,0.38,2022-03-27,2030-10-03,JDG-26,13,3627,Allowed,3112
CAS-15979,Delhi,Delhi_District_9,Civil,NA,0,13,0.7,0.62,2020-03-18,2027-11-01,JDG-34,18,2370,Settled,2784
CAS-15980,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,5,0.91,0.07,2019-08-09,2029-04-14,JDG-11,8,5490,Settled,3536
CAS-15981,Karnataka,Karnataka_District_5,Family,NA,0,15,0.68,0.79,2019-02-09,2026-04-01,JDG-9,9,3777,Dismissed,2608
CAS-15982,Tamil Nadu,Tamil Nadu_District_3,Criminal,498A,1,2,0.4,0.39,2020-05-02,2029-02-17,JDG-29,9,3889,Dismissed,3213
CAS-15983,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,8,0.93,0.2,2022-11-12,2031-11-07,JDG-21,24,2880,Allowed,3282
CAS-15984,Tamil Nadu,Tamil Nadu_District_2,Property,NA,0,4,0.15,-0.36,2019-09-08,2029-11-29,JDG-24,12,5862,Allowed,3735
CAS-15985,Karnataka,Karnataka_District_3,Civil,NA,0,15,0.6,-0.49,2021-11-21,2030-12-21,JDG-36,13,4704,Allowed,3317
CAS-15986,Maharashtra,Maharashtra_District_9,Civil,NA,0,5,0.92,0.29,2021-04-07,2029-02-25,JDG-26,11,1496,Dismissed,2881
CAS-15987,Uttar Pradesh,Uttar Pradesh_District_5,Property,NA,0,17,0.87,0.77,2020-07-23,2031-03-29,JDG-48,24,3722,Dismissed,3901
CAS-15988,Karnataka,Karnataka_District_7,Civil,NA,0,5,0.35,-0.8,2019-12-05,2030-04-01,JDG-6,15,5771,Settled,3770
CAS-15989,Uttar Pradesh,Uttar Pradesh_District_4,Commercial,NA,0,23,0.71,-0.75,2020-12-04,2028-01-17,JDG-38,15,3278,Dismissed,2600
CAS-15990,Delhi,Delhi_District_7,Property,NA,0,5,0.9,0.14,2019-11-07,2026-10-17,JDG-34,7,1559,Settled,2536
CAS-15991,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,17,0.71,0.38,2019-08-24,2025-05-17,JDG-37,4,1784,Allowed,2093
CAS-15992,Maharashtra,Maharashtra_District_5,Property,NA,0,23,0.94,0.66,2019-07-28,2026-08-03,JDG-7,17,1520,Dismissed,2563
CAS-15993,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,11,0.52,-0.62,2020-06-19,2026-04-03,JDG-40,8,2569,Allowed,2114
CAS-15994,Karnataka,Karnataka_District_6,Commercial,NA,0,15,0.63,0.56,2020-01-25,2028-11-26,JDG-15,16,4538,Settled,3228
CAS-15995,Maharashtra,Maharashtra_District_6,Civil,NA,0,20,0.49,-0.16,2021-12-10,2032-01-02,JDG-9,18,5701,Dismissed,3675
CAS-15996,Karnataka,Karnataka_District_4,Criminal,376,0,10,0.55,0.26,2022-09-28,2032-03-12,JDG-1,10,4506,Settled,3453
CAS-15997,Delhi,Delhi_District_4,Family,NA,0,13,0.94,-0.64,2022-02-17,2029-09-29,JDG-47,24,2058,Settled,2781
CAS-15998,Delhi,Delhi_District_8,Civil,NA,0,14,0.9,0.26,2019-09-26,2024-09-17,JDG-42,3,943,Settled,1818
CAS-15999,Maharashtra,Maharashtra_District_9,Family,NA,0,22,0.86,-0.17,2019-03-15,2026-02-13,JDG-10,18,3249,Allowed,2527
CAS-16000,Karnataka,Karnataka_District_4,Civil,NA,0,17,0.67,-0.34,2022-01-15,2029-07-29,JDG-34,16,2169,Dismissed,2752
CAS-16001,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,7,0.62,0.67,2020-05-18,2029-07-09,JDG-39,11,4238,Allowed,3339
CAS-16002,Uttar Pradesh,Uttar Pradesh_District_8,Civil,NA,0,9,0.72,0.76,2019-10-28,2028-11-25,JDG-31,5,4972,Settled,3316
CAS-16003,Delhi,Delhi_District_5,Commercial,NA,0,22,0.4,0.11,2020-05-26,2024-10-17,JDG-11,5,1373,Allowed,1605
CAS-16004,Maharashtra,Maharashtra_District_5,Civil,NA,0,18,0.25,0.55,2020-04-06,2027-05-16,JDG-34,8,3484,Allowed,2596
CAS-16005,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,11,0.94,-0.36,2022-10-21,2030-04-28,JDG-11,5,3359,Settled,2746
CAS-16006,Tamil Nadu,Tamil Nadu_District_9,Civil,NA,0,4,0.68,-0.46,2019-10-21,2027-04-01,JDG-42,14,1900,Settled,2719
CAS-16007,Karnataka,Karnataka_District_3,Family,NA,0,10,0.48,0.75,2021-05-24,2030-01-28,JDG-34,9,5261,Settled,3171
CAS-16008,Karnataka,Karnataka_District_7,Criminal,498A,0,17,0.98,0.79,2021-12-20,2031-11-05,JDG-2,22,3451,Settled,3607
CAS-16009,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,18,0.25,0.78,2022-01-22,2030-12-05,JDG-4,10,5851,Settled,3239
CAS-16010,Karnataka,Karnataka_District_7,Criminal,420,1,15,0.74,-0.36,2020-08-23,2027-10-28,JDG-5,16,1447,Settled,2622
CAS-16011,Karnataka,Karnataka_District_5,Commercial,NA,0,19,0.75,0.46,2021-01-26,2029-10-22,JDG-37,4,4990,Allowed,3191
CAS-16012,Uttar Pradesh,Uttar Pradesh_District_8,Family,NA,0,8,0.98,-0.14,2022-08-03,2027-11-11,JDG-47,6,1175,Dismissed,1926
CAS-16013,Uttar Pradesh,Uttar Pradesh_District_7,Property,NA,0,12,0.61,0.36,2022-01-24,2031-09-12,JDG-21,13,4559,Settled,3518
CAS-16014,Karnataka,Karnataka_District_6,Criminal,420,1,12,0.71,0.17,2021-04-17,2032-01-13,JDG-13,12,5999,Dismissed,3923
CAS-16015,Karnataka,Karnataka_District_4,Property,NA,0,20,0.35,-0.75,2023-01-29,2032-12-24,JDG-36,18,5234,Dismissed,3617
CAS-16016,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,13,0.98,-0.79,2019-10-01,2028-02-23,JDG-25,4,5090,Allowed,3067
CAS-16017,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,323,1,14,0.93,0.78,2019-01-03,2029-07-09,JDG-14,13,5079,Dismissed,3840
CAS-16018,Delhi,Delhi_District_8,Property,NA,0,8,0.16,-0.28,2022-12-10,2031-03-22,JDG-49,18,2721,Settled,3024
CAS-16019,Delhi,Delhi_District_4,Criminal,323,1,11,0.22,0.36,2021-02-15,2032-04-28,JDG-9,24,5384,Allowed,4090
CAS-16020,Uttar Pradesh,Uttar Pradesh_District_2,Civil,NA,0,5,0.59,-0.17,2022-08-23,2031-05-20,JDG-2,9,3743,Allowed,3192
CAS-16021,Delhi,Delhi_District_2,Criminal,498A,1,21,0.97,0.65,2019-10-28,2026-04-28,JDG-24,15,1287,Dismissed,2374
CAS-16022,Maharashtra,Maharashtra_District_4,Family,NA,0,16,0.44,0.67,2019-02-16,2025-10-23,JDG-36,10,3447,Allowed,2441
CAS-16023,Delhi,Delhi_District_7,Property,NA,0,19,0.21,-0.25,2019-02-09,2025-07-25,JDG-25,17,1841,Settled,2358
CAS-16024,Delhi,Delhi_District_2,Property,NA,0,11,0.98,0.31,2021-02-22,2028-09-08,JDG-11,14,1473,Dismissed,2755
CAS-16025,Karnataka,Karnataka_District_5,Family,NA,0,24,0.77,0.72,2021-08-25,2028-08-23,JDG-19,23,2176,Settled,2555
CAS-16026,Karnataka,Karnataka_District_5,Civil,NA,0,12,0.42,0.61,2019-03-08,2026-06-30,JDG-14,13,2992,Settled,2671
CAS-16027,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,23,0.49,-0.12,2019-06-25,2028-05-07,JDG-25,12,5748,Allowed,3239
CAS-16028,Maharashtra,Maharashtra_District_3,Family,NA,0,14,0.67,0.24,2019-04-28,2028-02-29,JDG-25,17,5337,Allowed,3229
CAS-16029,Delhi,Delhi_District_2,Civil,NA,0,2,0.79,-0.51,2021-06-07,2031-12-31,JDG-30,4,5957,Allowed,3859
CAS-16030,Karnataka,Karnataka_District_2,Family,NA,0,16,0.68,-0.04,2019-04-18,2028-07-04,JDG-13,22,4864,Dismissed,3365
CAS-16031,Uttar Pradesh,Uttar Pradesh_District_1,Commercial,NA,0,24,0.41,0.01,2021-11-21,2027-04-12,JDG-17,5,3092,Settled,1968
CAS-16032,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,22,0.72,0.43,2021-10-29,2025-10-19,JDG-12,4,1044,Dismissed,1451
CAS-16033,Maharashtra,Maharashtra_District_2,Commercial,NA,0,23,0.46,0.31,2021-04-04,2030-08-17,JDG-3,23,5428,Settled,3422
CAS-16034,Maharashtra,Maharashtra_District_1,Family,NA,0,23,0.52,0.73,2020-05-05,2026-07-02,JDG-12,3,4823,Allowed,2249
CAS-16035,Karnataka,Karnataka_District_5,Civil,NA,0,17,0.83,0.48,2021-03-20,2026-04-14,JDG-16,2,1274,Settled,1851
CAS-16036,Karnataka,Karnataka_District_9,Family,NA,0,7,0.97,-0.24,2022-05-20,2032-07-27,JDG-35,20,5265,Settled,3721
CAS-16037,Karnataka,Karnataka_District_5,Property,NA,0,15,0.63,0.34,2020-09-28,2028-02-16,JDG-30,11,2665,Allowed,2697
CAS-16038,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,17,0.9,0.6,2021-02-11,2032-04-17,JDG-38,23,5285,Dismissed,4083
CAS-16039,Maharashtra,Maharashtra_District_3,Property,NA,0,20,0.63,-0.74,2021-03-24,2031-05-25,JDG-49,19,5012,Dismissed,3714
CAS-16040,Maharashtra,Maharashtra_District_1,Criminal,323,1,7,0.93,-0.32,2019-02-10,2025-04-07,JDG-19,9,747,Allowed,2248
CAS-16041,Delhi,Delhi_District_8,Commercial,NA,0,5,0.53,-0.46,2019-10-23,2025-09-14,JDG-11,15,832,Allowed,2153
CAS-16042,Maharashtra,Maharashtra_District_9,Criminal,420,0,19,0.5,-0.11,2021-09-13,2032-07-19,JDG-44,24,4497,Allowed,3962
CAS-16043,Maharashtra,Maharashtra_District_2,Property,NA,0,12,0.93,0.11,2023-01-16,2030-06-27,JDG-9,6,2313,Dismissed,2719
CAS-16044,Tamil Nadu,Tamil Nadu_District_5,Civil,NA,0,17,0.33,-0.55,2020-05-03,2026-01-24,JDG-21,14,753,Settled,2092
CAS-16045,Maharashtra,Maharashtra_District_4,Civil,NA,0,9,0.49,-0.56,2020-07-06,2027-03-18,JDG-3,11,1710,Dismissed,2446
CAS-16046,Karnataka,Karnataka_District_1,Commercial,NA,0,16,0.47,0.62,2020-11-12,2027-08-10,JDG-14,2,4843,Settled,2462
CAS-16047,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,15,0.76,-0.39,2020-10-10,2024-06-19,JDG-16,2,807,Dismissed,1348
CAS-16048,Delhi,Delhi_District_1,Civil,NA,0,20,0.77,-0.54,2019-07-05,2026-02-17,JDG-38,8,2551,Allowed,2419
CAS-16049,Delhi,Delhi_District_9,Civil,NA,0,3,0.44,-0.67,2021-10-02,2029-05-07,JDG-3,11,2730,Allowed,2774
CAS-16050,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,5,0.43,-0.59,2020-11-20,2027-05-16,JDG-7,8,2497,Dismissed,2368
CAS-16051,Karnataka,Karnataka_District_3,Property,NA,0,7,0.43,0.24,2021-04-14,2028-05-15,JDG-31,20,552,Dismissed,2588
CAS-16052,Karnataka,Karnataka_District_1,Criminal,323,0,4,0.99,0.14,2019-04-22,2027-08-31,JDG-4,16,2064,Allowed,3053
CAS-16053,Karnataka,Karnataka_District_5,Criminal,420,0,6,0.54,-0.54,2019-05-10,2027-08-24,JDG-35,5,3309,Settled,3028
CAS-16054,Tamil Nadu,Tamil Nadu_District_8,Civil,NA,0,23,0.62,-0.6,2019-01-29,2027-02-25,JDG-3,6,5464,Allowed,2949
CAS-16055,Delhi,Delhi_District_8,Family,NA,0,15,0.72,0.48,2021-10-18,2029-03-15,JDG-45,23,2289,Dismissed,2705
CAS-16056,Tamil Nadu,Tamil Nadu_District_2,Property,NA,0,13,0.16,-0.43,2022-12-31,2029-05-08,JDG-3,14,1327,Dismissed,2320
CAS-16057,Karnataka,Karnataka_District_7,Commercial,NA,0,18,0.64,0.13,2023-01-15,2029-09-12,JDG-3,21,1154,Dismissed,2432
CAS-16058,Uttar Pradesh,Uttar Pradesh_District_4,Family,NA,0,11,0.16,0.28,2019-12-19,2026-12-04,JDG-30,6,3911,Allowed,2542
CAS-16059,Tamil Nadu,Tamil Nadu_District_7,Family,NA,0,24,0.43,-0.24,2022-03-23,2030-10-18,JDG-7,18,5448,Settled,3131
CAS-16060,Karnataka,Karnataka_District_5,Commercial,NA,0,19,0.99,-0.79,2019-06-24,2026-01-14,JDG-13,14,1973,Settled,2396
CAS-16061,Delhi,Delhi_District_4,Property,NA,0,13,0.34,-0.62,2021-12-02,2031-09-06,JDG-9,17,5366,Dismissed,3565
CAS-16062,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,5,0.47,0.25,2020-10-26,2029-04-04,JDG-3,12,3340,Dismissed,3082
CAS-16063,Maharashtra,Maharashtra_District_9,Commercial,NA,0,16,0.24,0.33,2022-12-10,2031-06-13,JDG-22,22,3490,Allowed,3107
CAS-16064,Karnataka,Karnataka_District_7,Criminal,420,1,17,0.24,-0.3,2020-11-04,2025-09-23,JDG-46,2,1717,Allowed,1784
CAS-16065,Uttar Pradesh,Uttar Pradesh_District_6,Property,NA,0,18,0.67,-0.08,2022-01-04,2031-07-07,JDG-11,13,5305,Settled,3471
CAS-16066,Karnataka,Karnataka_District_3,Criminal,323,1,19,0.52,0.42,2019-02-14,2026-05-29,JDG-29,15,2520,Allowed,2661
CAS-16067,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,20,0.95,0.76,2020-09-11,2027-06-19,JDG-14,23,668,Allowed,2472
CAS-16068,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,19,0.67,0.79,2022-03-04,2027-11-17,JDG-35,4,2031,Dismissed,2084
CAS-16069,Tamil Nadu,Tamil Nadu_District_1,Property,NA,0,23,0.52,-0.44,2022-08-22,2030-10-25,JDG-49,12,4203,Allowed,2986
CAS-16070,Maharashtra,Maharashtra_District_7,Family,NA,0,20,0.78,0.62,2019-04-03,2025-05-22,JDG-46,14,2594,Settled,2241
CAS-16071,Tamil Nadu,Tamil Nadu_District_4,Civil,NA,0,15,0.88,-0.73,2020-04-12,2026-07-02,JDG-40,2,2359,Allowed,2272
CAS-16072,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,323,0,13,0.84,-0.25,2020-04-13,2027-02-21,JDG-8,10,1289,Settled,2505
CAS-16073,Uttar Pradesh,Uttar Pradesh_District_6,Family,NA,0,17,0.77,0.53,2020-12-24,2029-10-06,JDG-36,20,4528,Allowed,3208
CAS-16074,Maharashtra,Maharashtra_District_9,Property,NA,0,12,0.5,0.68,2021-06-29,2027-09-15,JDG-12,9,1543,Allowed,2269
CAS-16075,Maharashtra,Maharashtra_District_8,Family,NA,0,15,0.37,0.21,2021-11-18,2029-04-19,JDG-13,10,4320,Allowed,2709
CAS-16076,Uttar Pradesh,Uttar Pradesh_District_2,Commercial,NA,0,16,0.76,0.08,2019-01-08,2025-03-01,JDG-36,13,2141,Allowed,2244
CAS-16077,Delhi,Delhi_District_2,Commercial,NA,0,11,0.11,-0.73,2020-08-24,2030-03-09,JDG-3,18,5503,Allowed,3484
CAS-16078,Karnataka,Karnataka_District_7,Criminal,323,0,13,0.69,0.07,2019-05-09,2029-03-29,JDG-6,11,5442,Settled,3612
CAS-16079,Karnataka,Karnataka_District_8,Family,NA,0,21,0.12,0.67,2019-05-17,2024-10-09,JDG-33,14,1815,Allowed,1972
CAS-16080,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,7,0.87,-0.45,2021-10-14,2029-06-07,JDG-6,4,2978,Settled,2793
CAS-16081,Uttar Pradesh,Uttar Pradesh_District_4,Family,NA,0,15,0.72,-0.51,2021-09-20,2028-01-14,JDG-27,3,3050,Dismissed,2307
CAS-16082,Tamil Nadu,Tamil Nadu_District_6,Criminal,302,0,7,0.72,0.5,2021-09-02,2033-08-16,JDG-11,17,5085,Allowed,4366
CAS-16083,Tamil Nadu,Tamil Nadu_District_6,Family,NA,0,20,0.22,-0.72,2020-11-21,2025-02-19,JDG-1,9,1152,Settled,1551
CAS-16084,Uttar Pradesh,Uttar Pradesh_District_9,Criminal,498A,0,24,0.61,0.78,2022-09-27,2029-08-02,JDG-10,5,1979,Dismissed,2501
CAS-16085,Karnataka,Karnataka_District_6,Commercial,NA,0,15,0.18,-0.16,2023-01-15,2030-01-02,JDG-1,3,4944,Dismissed,2544
CAS-16086,Delhi,Delhi_District_3,Family,NA,0,23,0.75,0.47,2021-01-02,2026-06-26,JDG-2,4,3566,Settled,2001
CAS-16087,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,2,0.41,-0.32,2020-06-21,2030-03-29,JDG-30,11,5402,Allowed,3568
CAS-16088,Karnataka,Karnataka_District_6,Criminal,323,0,11,0.28,-0.4,2022-06-29,2033-01-09,JDG-1,23,4506,Settled,3847
CAS-16089,Tamil Nadu,Tamil Nadu_District_6,Commercial,NA,0,8,0.69,0.24,2019-11-10,2027-11-10,JDG-41,13,4040,Allowed,2922
CAS-16090,Delhi,Delhi_District_2,Criminal,323,1,8,0.58,0.03,2022-06-17,2030-03-13,JDG-49,23,831,Allowed,2826
CAS-16091,Maharashtra,Maharashtra_District_5,Property,NA,0,8,0.74,0.19,2020-11-19,2028-09-13,JDG-14,4,4161,Allowed,2855
CAS-16092,Tamil Nadu,Tamil Nadu_District_9,Criminal,420,1,10,0.21,0.47,2021-07-18,2027-02-28,JDG-9,6,1899,Allowed,2051
CAS-16093,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,9,0.23,-0.46,2021-04-21,2030-09-03,JDG-9,23,3864,Dismissed,3422
CAS-16094,Tamil Nadu,Tamil Nadu_District_1,Commercial,NA,0,12,0.81,0.19,2020-07-24,2031-07-07,JDG-49,24,5676,Dismissed,4000
CAS-16095,Uttar Pradesh,Uttar Pradesh_District_9,Criminal,498A,1,7,0.96,0.59,2019-04-06,2026-02-05,JDG-22,5,1499,Dismissed,2497
CAS-16096,Maharashtra,Maharashtra_District_7,Family,NA,0,19,0.13,0.33,2021-07-14,2026-05-14,JDG-19,4,2541,Settled,1765
CAS-16097,Delhi,Delhi_District_5,Criminal,498A,0,12,0.22,-0.37,2021-01-18,2032-04-22,JDG-46,23,5422,Allowed,4112
CAS-16098,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,23,0.32,-0.04,2022-02-08,2028-10-16,JDG-18,16,3094,Allowed,2442
CAS-16099,Tamil Nadu,Tamil Nadu_District_2,Civil,NA,0,19,0.36,-0.18,2020-11-19,2030-11-10,JDG-41,18,5584,Dismissed,3643
CAS-16100,Karnataka,Karnataka_District_7,Family,NA,0,22,0.77,-0.31,2022-09-12,2029-03-10,JDG-34,23,1679,Allowed,2371
CAS-16101,Karnataka,Karnataka_District_8,Criminal,323,1,14,0.29,-0.72,2021-08-14,2027-12-24,JDG-29,9,2298,Dismissed,2323
CAS-16102,Karnataka,Karnataka_District_8,Commercial,NA,0,16,0.73,0.76,2022-11-04,2030-01-16,JDG-34,14,2429,Settled,2630
CAS-16103,Uttar Pradesh,Uttar Pradesh_District_9,Civil,NA,0,20,0.26,-0.8,2019-08-16,2025-07-04,JDG-33,11,2600,Allowed,2149
CAS-16104,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,15,0.17,-0.69,2020-09-09,2028-05-24,JDG-15,7,4544,Dismissed,2814
CAS-16105,Delhi,Delhi_District_5,Civil,NA,0,24,0.79,-0.38,2022-05-06,2032-02-15,JDG-10,21,4376,Settled,3572
CAS-16106,Maharashtra,Maharashtra_District_1,Commercial,NA,0,17,0.45,-0.76,2022-06-15,2028-09-26,JDG-24,21,1782,Dismissed,2295
CAS-16107,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,498A,1,11,0.5,0.21,2023-01-15,2034-05-22,JDG-10,21,5513,Dismissed,4145
CAS-16108,Delhi,Delhi_District_4,Property,NA,0,21,0.49,0.1,2022-01-31,2030-10-01,JDG-12,3,5191,Allowed,3165
CAS-16109,Karnataka,Karnataka_District_8,Civil,NA,0,20,0.54,0.32,2022-11-20,2029-03-09,JDG-27,21,828,Dismissed,2301
CAS-16110,Delhi,Delhi_District_9,Commercial,NA,0,4,0.54,-0.49,2019-08-14,2024-03-19,JDG-30,4,886,Settled,1679
CAS-16111,Karnataka,Karnataka_District_6,Property,NA,0,9,0.12,-0.31,2019-11-08,2028-07-15,JDG-38,3,4761,Settled,3172
CAS-16112,Maharashtra,Maharashtra_District_2,Family,NA,0,20,0.4,-0.05,2022-01-19,2031-03-29,JDG-35,21,5470,Settled,3356
CAS-16113,Delhi,Delhi_District_2,Commercial,NA,0,17,0.84,0.66,2021-06-01,2028-11-20,JDG-4,4,4210,Settled,2729
CAS-16114,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,24,0.33,0.44,2021-07-22,2026-12-23,JDG-20,11,548,Dismissed,1980
CAS-16115,Delhi,Delhi_District_6,Commercial,NA,0,14,0.23,-0.27,2019-09-01,2025-09-30,JDG-32,18,1153,Dismissed,2221
CAS-16116,Delhi,Delhi_District_4,Civil,NA,0,11,0.45,-0.36,2021-07-10,2027-12-26,JDG-20,7,2452,Dismissed,2360
